date;source;3458b;3459x;3458ff;2002ltc;d1281;h34420a;h34401;k2001;k2001m;sdev;sdev2;sdev3;sdev4;sdev5;sdev6;sdev7;sdev8;sdev9;temp;temp2;temp3;temp4;temp5;roomtemp;roomr;roomp;
06132026-08:52:08;6.100793;6.10079351;6.10078719;6.10079618;6.1007815;6.1007933;6.1007852;6.1008038;6.10069;6.100788;8.14166e-08;2.19194e-07;1.0525e-07;9.27362e-07;2.49444e-07;3.09121e-07;2.0854e-06;1.24722e-06;3.68179e-06;34.7;36.1;39.3;23.0;23.0;23.390;44.0;1001.28;
06132026-08:54:28;-0.60251;-0.602511196;-0.602510443;-0.602510433;-0.6025108;-0.6025142;-0.6025102;-0.6025184;-0.602508;-0.602515;2.92069e-07;2.67868e-07;3.63357e-07;5.09902e-07;3.77124e-07;1.24722e-07;1.54128e-06;3.74166e-06;2.82843e-06;34.7;36.1;39.3;23.0;23.0;23.540;44.1;1001.19;
06132026-08:56:47;3.130892;3.13089187;3.13088854;3.13089343;3.130886;3.1308895;3.1308855;3.1308924;3.130698;3.130889;2.8725e-07;2.76996e-07;1.32823e-07;3.74166e-07;6.3421e-07;4.89898e-07;5.65685e-07;5.90668e-06;5.73488e-06;34.7;36.1;39.2;23.0;23.0;23.690;44.2;1001.10;
06132026-08:59:06;-3.127741;-3.12774148;-3.12773979;-3.12774303;-3.1277353;-3.127745;-3.1277406;-3.1277566;-3.127884;-3.127761;1.64992e-07;1.69738e-07;2.01972e-07;4.6428e-07;8.16497e-08;3.29983e-07;2.00056e-06;1.63299e-06;2.16025e-06;34.6;36.0;39.2;23.0;23.0;23.830;44.2;1001.27;
06132026-09:01:26;7.905954;7.90595393;7.90594615;7.90595766;7.9059396;7.9059548;7.9059448;7.9059686;7.905911;7.905951;1.00254e-07;2.69893e-07;2.26826e-07;1.82087e-06;1.24722e-07;3.39935e-07;1.13137e-06;3.77124e-06;3.74166e-06;34.6;36.0;39.2;23.0;23.0;24.030;44.2;1001.26;
06132026-09:03:45;-3.988686;-3.98868764;-3.98868496;-3.98868964;-3.9886791;-3.9886903;-3.9886854;-3.9887045;-3.988936;-3.9887;7.88937e-08;4.6669e-08;2.92083e-07;8.25967e-07;3.39935e-07;4.92161e-07;4.44089e-16;4.18994e-06;1.24722e-06;34.6;36.1;39.2;23.0;23.0;23.940;44.0;1001.25;
06132026-09:06:05;2.474905;2.47490474;2.4749018;2.47490627;2.4748998;2.4749025;2.4749006;2.4749047;2.47479;2.4749;3.51367e-07;4.62296e-07;2.63987e-07;4.89898e-07;2.0548e-07;2.44949e-07;2.50909e-06;3.85861e-06;1.69967e-06;34.6;36.0;39.1;23.0;23.0;23.740;44.0;1001.22;
06132026-09:08:24;-6.774344;-6.77434467;-6.77434098;-6.77434907;-6.7743336;-6.7743481;-6.7743439;-6.7743689;-6.774456;-6.774379;2.26826e-07;1.05587e-07;1.15494e-07;1.11455e-06;4.54606e-07;3.29983e-07;9.79796e-07;1.69967e-06;4.71405e-07;34.6;36.0;39.2;23.0;23.0;23.590;44.0;1001.29;
06132026-09:10:43;-7.105224;-7.10522557;-7.10522142;-7.10522915;-7.1052155;-7.1052269;-7.1052246;-7.1052507;-7.10532;-7.10526;2.1424e-07;1.44398e-07;3.92926e-07;1.15566e-06;3.29983e-07;1.69967e-07;5.65685e-07;4.18994e-06;4.78423e-06;34.6;36.0;39.1;23.0;23.0;23.440;44.0;1001.17;
06132026-09:13:03;-7.395673;-7.39567457;-7.39566978;-7.39567871;-7.3956632;-7.3956765;-7.3956735;-7.3957001;-7.395766;-7.395709;2.21724e-07;1.36392e-07;1.54329e-07;3.74166e-07;4.18994e-07;3.39935e-07;5.65685e-07;2.62467e-06;4.18994e-06;34.6;36.0;39.1;23.0;23.0;23.330;44.1;1001.11;
06132026-09:15:22;-0.747589;-0.747589778;-0.747589753;-0.747589602;-0.747589;-0.7475926;-0.7475903;-0.7475993;-0.747597;-0.747591;7.33689e-08;8.8424e-08;2.63679e-07;6.97615e-07;4.49691e-07;1.88562e-07;9.79796e-07;9.42809e-07;1.69967e-06;34.6;36.0;39.1;23.0;23.0;23.300;44.2;1001.12;
06132026-09:17:42;5.95886;5.95885945;5.95885372;5.95886096;5.9588476;5.9588597;5.9588494;5.9588665;5.958751;5.958852;1.07444e-07;4.90512e-07;2.64579e-07;7.03957e-07;1.63299e-07;2.35702e-07;2.6386e-06;2.49444e-06;2.16025e-06;34.6;36.0;39.2;23.0;23.0;23.540;44.4;1001.16;
06132026-09:20:01;6.253923;6.25392353;6.25391697;6.25392528;6.2539128;6.2539227;6.2539126;6.2539308;6.253839;6.253922;3.00225e-07;7.12881e-08;3.17567e-07;1.24722e-07;5.24934e-07;6.97615e-07;5.65685e-07;1.69967e-06;3.55903e-06;34.6;36.0;39.2;23.0;23.0;23.700;44.4;1001.23;
06132026-09:22:21;5.319975;5.3199753;5.31997001;5.31997696;5.3199665;5.3199738;5.3199647;5.3199805;5.319808;5.319976;2.36187e-07;1.23475e-07;1.24566e-07;7.13364e-07;1.69967e-07;4.98888e-07;2.6386e-06;5.4365e-06;3.74166e-06;34.6;36.0;39.1;23.0;23.0;23.890;44.4;1001.22;
06132026-09:24:40;-1.113074;-1.11307526;-1.11307463;-1.11307555;-1.1130731;-1.113078;-1.1130744;-1.1130854;-1.113079;-1.113078;2.0062e-07;2.69679e-07;2.66103e-07;5.88784e-07;3.55903e-07;2.86744e-07;1.13137e-06;2.86744e-06;0;34.5;36.0;39.1;23.0;23.0;24.050;44.4;1001.14;
06132026-09:26:59;-2.935491;-2.93549203;-2.93549014;-2.93549314;-2.935486;-2.9354948;-2.9354903;-2.9355053;-2.935611;-2.935503;2.152e-07;3.26683e-07;2.01596e-07;9.42809e-08;4.02768e-07;2.0548e-07;5.65685e-07;6.54896e-06;1.88562e-06;34.5;35.9;39.1;23.0;23.0;23.920;44.2;1001.16;
06132026-09:29:18;-0.778918;-0.778919228;-0.778918638;-0.778918798;-0.778918;-0.778922;-0.7789183;-0.778927;-0.778918;-0.778918;1.7875e-07;4.9675e-07;2.8382e-07;4.10961e-07;4.02768e-07;2.49444e-07;1.13137e-06;9.42809e-07;2.16025e-06;34.6;35.9;39.1;23.0;23.0;23.720;44.2;1001.09;
06132026-09:31:38;-5.904336;-5.90433688;-5.90433276;-5.90433916;-5.9043262;-5.9043395;-5.9043339;-5.9043594;-5.904516;-5.904366;4.59909e-07;3.25782e-07;2.57737e-07;7.4087e-07;2.49444e-07;3.55903e-07;1.53261e-06;3.09121e-06;2.35702e-06;34.5;35.9;39.1;23.0;23.0;23.560;44.2;1001.10;
06132026-09:33:57;0.418746;0.41874589;0.418745217;0.418746246;0.4187453;0.4187432;0.418745;0.418742;0.418731;0.418744;3.92136e-07;3.34886e-07;4.36651e-07;1.01434e-06;4.24264e-07;2.82843e-07;3.07354e-06;4.98888e-06;3.74166e-06;34.5;35.9;39.1;23.0;23.0;23.440;44.3;1001.14;
06132026-09:36:17;8.86025;8.86024962;8.86024133;8.8602529;8.8602348;8.860251;8.8602416;8.8602679;8.860208;8.860245;4.18853e-07;3.83318e-07;3.03054e-07;8.16497e-08;1.41421e-07;6.79869e-07;5.65685e-07;6.18241e-06;1.69967e-06;34.6;35.9;39.1;23.0;23.0;23.380;44.3;1001.12;
06132026-09:38:36;-9.300656;-9.3006573;-9.30065171;-9.30066151;-9.3006462;-9.3006594;-9.3006524;-9.3006858;-9.300709;-9.300695;1.36434e-07;3.5782e-07;4.07616e-07;1.2083e-06;9.42809e-08;9.27362e-07;2.30988e-06;3.29983e-06;2.49444e-06;34.5;36.0;39.1;23.0;23.0;23.290;44.4;1001.13;
06132026-09:40:56;-6.459178;-6.45917964;-6.45917552;-6.45918232;-6.459169;-6.4591808;-6.4591778;-6.459205;-6.459305;-6.45921;1.2501e-07;1.35177e-07;2.21829e-07;8.73053e-07;6.59966e-07;3.74166e-07;1.69706e-06;1.24722e-06;1.24722e-06;34.5;35.8;39.1;23.0;23.0;23.250;44.5;1001.14;
06132026-09:43:15;-9.167148;-9.16714869;-9.16714351;-9.16715348;-9.1671362;-9.167151;-9.1671444;-9.1671785;-9.167206;-9.167187;2.50296e-07;9.71494e-08;4.37461e-07;1.27541e-06;1.41421e-07;3.85861e-07;2.30988e-06;4.49691e-06;1.24722e-06;34.5;35.8;39.1;23.0;23.0;23.220;44.6;1001.10;
06132026-09:45:35;-4.565493;-4.56549425;-4.56549159;-4.56549603;-4.5654861;-4.5654959;-4.5654926;-4.5655127;-4.565769;-4.565516;4.98141e-07;2.09171e-07;9.89949e-08;3.77124e-07;2.44949e-07;3.29983e-07;6.12826e-07;9.42809e-07;2.49444e-06;34.5;35.8;39.0;23.0;23.0;23.200;44.6;1001.12;
